datetime,temperature,relative_humidity,wet_bulb_temperature,wind_speed,solar_radiation_wm2,ward,OBJECTID,CIRCLE,ZONE,latitude_forecast,longitude_forecast,day_offset,forecastDay,heatIndex,estimatedWBGT,temperature_rolling_max_3d,temperature_rolling_mean_7d,wetbulb_rolling_max_3d,riskScore,riskLevel,_match_name,ward_id,ward_name,circle,zone,area_sq_m,latitude_master,longitude_master,population,population_density,elderly_percentage,outdoor_worker_density,healthcare_access,informal_settlement_percentage,vulnerability_score,vulnerability_level
2026-09-14 10:00:00,25.343773663803546,88.07171965431954,23.77,4.112094161142193,282.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,25.34,24.19,25.343773663803546,24.098319118349,24.33,61.47,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 11:00:00,25.343773663803546,84.07171965431954,23.22,4.312094161142193,384.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,25.34,23.81,25.343773663803546,24.20210699713688,24.33,61.86,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 12:00:00,25.543773663803545,83.07171965431954,23.28,5.412094161142193,255.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,25.54,23.88,25.543773663803545,24.305312125342006,24.33,59.92,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 13:00:00,26.643773663803543,76.07171965431954,23.35,6.512094161142192,461.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,26.64,24.27,26.643773663803543,24.472345092374976,24.33,65.01,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 14:00:00,27.343773663803546,72.07171965431954,23.43,6.012094161142192,512.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,29.66,24.55,27.343773663803546,24.663773663803546,24.33,66.95,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 15:00:00,27.343773663803546,74.07171965431954,23.72,6.612094161142193,391.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,29.87,24.73,27.343773663803546,24.831273663803543,24.33,65.95,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 16:00:00,27.343773663803546,75.07171965431954,23.87,5.112094161142193,295.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,29.97,24.84,27.343773663803546,24.979067781450603,24.33,65.05,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 17:00:00,27.043773663803545,76.07171965431954,23.73,3.112094161142193,155.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,29.47,24.67,27.343773663803546,25.093773663803546,24.33,67.9,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 18:00:00,26.243773663803545,81.07171965431954,23.67,4.312094161142193,13.359612177730014,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,26.24,24.34,27.343773663803546,25.15429997959302,24.33,63.04,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 19:00:00,26.043773663803545,83.07171965431954,23.76,4.912094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,26.04,24.31,27.343773663803546,25.198773663803543,24.33,60.63,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 20:00:00,26.243773663803545,83.07171965431954,23.96,3.3120941611421926,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,26.24,24.53,27.343773663803546,25.24853556856545,24.33,65.37,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 21:00:00,26.043773663803545,84.07171965431954,23.9,4.612094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,26.04,24.41,27.343773663803546,25.284682754712637,24.33,61.7,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 22:00:00,25.643773663803543,87.07171965431954,23.93,7.012094161142192,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,25.64,24.28,27.343773663803546,25.300295402933983,24.33,58.9,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-14 23:00:00,25.143773663803543,88.07171965431954,23.57,8.512094161142192,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,0,TODAY,25.14,23.87,27.343773663803546,25.293773663803545,24.33,57.2,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 00:00:00,24.843773663803546,90.07171965431954,23.55,8.812094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,24.84,23.76,27.343773663803546,25.275773663803545,24.33,56.86,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 01:00:00,24.643773663803543,93.07171965431954,23.76,8.112094161142194,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,24.64,23.85,27.343773663803546,25.251465971495854,24.33,56.47,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 02:00:00,24.443773663803544,94.07171965431954,23.69,6.7120941611421925,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,24.44,23.76,27.343773663803546,25.221551441581322,24.33,56.25,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 03:00:00,24.243773663803545,96.07171965431954,23.76,6.2120941611421925,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,24.24,23.76,27.343773663803546,25.18663080666069,24.33,55.72,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 04:00:00,23.943773663803544,99.07171965431954,23.86,4.912094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,23.94,23.75,27.343773663803546,25.143773663803547,24.33,55.13,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 05:00:00,23.843773663803546,99.07171965431954,23.76,4.412094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,23.84,23.66,27.343773663803546,25.100440330470214,24.33,56.35,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 06:00:00,23.943773663803544,99.07171965431954,23.86,3.112094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,23.94,23.78,27.343773663803546,25.063128502513223,24.33,58.97,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 07:00:00,25.043773663803545,93.07171965431954,24.15,7.512094161142192,108.35961217773001,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,25.04,24.3,27.343773663803546,25.062523663803546,24.33,57.57,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 08:00:00,26.543773663803545,85.07171965431954,24.53,5.2120941611421925,306.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,26.54,25.06,27.343773663803546,25.107410027439908,24.53,63.68,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 09:00:00,28.143773663803543,77.07171965431954,24.92,6.112094161142193,541.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,31.99,25.83,28.143773663803543,25.196714840274133,24.92,69.8,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 10:00:00,29.343773663803546,71.07171965431954,25.15,5.512094161142192,706.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,33.71,26.37,29.343773663803546,25.315202235232114,25.15,74.24,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 11:00:00,30.043773663803545,66.07171965431954,25.02,4.812094161142193,799.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,34.22,26.51,30.043773663803545,25.44655144158132,25.15,77.7,VERY_HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 12:00:00,30.743773663803545,63.07171965431953,25.17,4.7120941611421925,832.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,35.06,26.83,30.743773663803545,25.58971960974949,25.17,80.33,VERY_HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 13:00:00,31.143773663803543,62.07171965431953,25.37,4.512094161142192,834.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,35.7,27.09,31.143773663803543,25.735878926961437,25.37,80.89,VERY_HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 14:00:00,31.343773663803546,61.07171965431953,25.38,6.012094161142192,681.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,35.88,27.13,31.343773663803546,25.879671099700982,25.38,80.16,VERY_HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 15:00:00,31.243773663803545,60.07171965431953,25.13,8.012094161142192,571.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,35.39,26.89,31.343773663803546,26.013773663803544,25.38,79.6,VERY_HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 16:00:00,30.443773663803544,62.07171965431953,24.74,8.712094161142193,334.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,34.17,26.34,31.343773663803546,26.12182244429135,25.38,77.08,VERY_HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 17:00:00,29.443773663803544,66.07171965431954,24.47,9.612094161142192,162.35961217773,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,32.93,25.82,31.343773663803546,26.2009165209464,25.38,73.6,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 18:00:00,28.243773663803545,74.07171965431954,24.57,6.312094161142193,6.359612177730014,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,31.76,25.53,31.343773663803546,26.248424826594242,25.38,69.24,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 19:00:00,27.843773663803546,77.07171965431954,24.63,4.412094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,31.3,25.47,31.343773663803546,26.284682754712637,25.38,70.09,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 20:00:00,27.543773663803545,80.07171965431954,24.78,2.9120941611421927,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,31.0,25.51,31.343773663803546,26.312662552692434,25.38,73.38,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 21:00:00,27.143773663803543,83.07171965431954,24.83,3.612094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,30.38,25.41,31.343773663803546,26.330730185542674,25.38,71.04,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 22:00:00,26.543773663803545,87.07171965431954,24.81,4.012094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,26.54,25.21,31.343773663803546,26.335263025505675,25.38,67.93,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-15 23:00:00,25.843773663803546,92.07171965431954,24.81,4.612094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,1,TOMORROW,25.84,24.99,31.343773663803546,26.325023663803545,25.38,65.63,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 00:00:00,25.243773663803545,95.07171965431954,24.62,6.612094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,25.24,24.66,31.343773663803546,26.302957337272932,25.38,63.02,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 01:00:00,24.743773663803545,98.07171965431954,24.53,6.2120941611421925,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,24.74,24.44,31.343773663803546,26.271773663803547,25.38,61.81,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 02:00:00,24.443773663803544,99.07171965431954,24.36,4.812094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,24.44,24.25,31.343773663803546,26.235930526548646,25.38,61.87,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 03:00:00,24.243773663803545,98.07171965431954,24.03,3.8120941611421926,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,24.24,23.98,31.343773663803546,26.1976198176497,25.38,63.28,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 04:00:00,23.843773663803546,99.07171965431954,23.76,3.5120941611421927,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,23.84,23.67,31.343773663803546,26.153207626067694,25.38,62.99,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 05:00:00,23.643773663803543,100.0,23.68,3.112094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,23.64,23.56,31.343773663803546,26.106736626766505,25.38,62.98,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 06:00:00,23.543773663803545,100.0,23.58,4.812094161142193,0.0,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,23.54,23.44,31.343773663803546,26.06013730016718,25.38,60.48,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
2026-09-16 07:00:00,24.643773663803543,92.07171965431954,23.62,4.512094161142192,105.35961217773001,1-KAPRA,152,1-KAPRA,L.B.NAGAR ZONE,17.494314704500056,78.55654014301251,2,DAY+2,24.64,23.84,31.343773663803546,26.034845092374972,25.38,63.79,HIGH,1-KAPRA,152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,43.23,MODERATE
